month,year,group_of_product,product,sub_product,line_of_business,branch,channel,agent,gross_written_premium,net_written_premium,earned_premium,claims_reported,claims_paid,outstanding_claims,commissions,brokerage_costs,direct_costs,indirect_costs,reinsurance_costs,receivables,budget,actual,forecast
4,2024,Motor Insurance,Motor Third Party Cover,Fleet,Motor Insurance,Sohar,Direct,Agent-014,56229.0,43957.0,42777.0,39764.0,34562.0,5202.0,4738.0,2151.0,2269.0,1223.0,9486.0,19253.0,50864.0,56229.0,60257.0
4,2024,Motor Insurance,Motor Third Party Cover,Trade Plate,Motor Insurance,Nizwa,Digital,Agent-007,47348.0,43009.0,44880.0,28487.0,19358.0,9129.0,4212.0,1897.0,1792.0,2268.0,3825.0,17178.0,47194.0,47348.0,49929.0
4,2024,Motor Insurance,Motor Comprehensive Cover,Individual Vehicle,Motor Insurance,Nizwa,Direct,Agent-013,32501.0,29257.0,29403.0,15214.0,9257.0,5957.0,3027.0,546.0,2305.0,905.0,6226.0,12726.0,35158.0,32501.0,33019.0
4,2024,Motor Insurance,Motor Extended Warranty Cover,Standard,Motor Insurance,Nizwa,Direct,Agent-004,33189.0,26363.0,21477.0,24871.0,22219.0,2651.0,2395.0,1295.0,997.0,1219.0,3466.0,7116.0,31493.0,33189.0,31994.0
4,2024,Property Insurance,Fire & Perils,Commercial,Property Insurance,Sohar,Bancassurance,Agent-012,32411.0,28449.0,27576.0,14481.0,8887.0,5594.0,4319.0,1455.0,2559.0,1581.0,4702.0,11936.0,32074.0,32411.0,33901.0
4,2024,Property Insurance,Fire & Perils,Residential,Property Insurance,Sohar,Direct,Agent-006,45445.0,35124.0,31322.0,30822.0,26061.0,4761.0,3408.0,1748.0,2225.0,1669.0,4797.0,11656.0,47534.0,45445.0,47126.0
4,2024,Property Insurance,Fire & Perils,Residential,Property Insurance,Salalah,Broker,Agent-001,48453.0,36809.0,33840.0,28260.0,23746.0,4514.0,6842.0,1075.0,3501.0,1421.0,6434.0,16882.0,50615.0,48453.0,51266.0
4,2024,Property Insurance,Property All Risks,Commercial,Property Insurance,Sur,Direct,Agent-006,35862.0,28960.0,23510.0,16905.0,15091.0,1815.0,5203.0,1552.0,1787.0,778.0,4577.0,7636.0,33158.0,35862.0,33600.0
4,2024,Property Insurance,Property All Risks,Commercial,Property Insurance,Nizwa,Bancassurance,Agent-006,46023.0,37244.0,35366.0,33783.0,29215.0,4569.0,5273.0,1830.0,3036.0,1873.0,5728.0,12429.0,45669.0,46023.0,45250.0
4,2024,Marine Insurance,Marine Cargo,Import/Export,Marine Insurance,Sohar,Digital,Agent-010,59889.0,49406.0,40858.0,29105.0,21295.0,7810.0,7228.0,1396.0,1820.0,1349.0,7459.0,9375.0,59824.0,59889.0,60600.0
4,2024,Marine Insurance,Marine Cargo,Import/Export,Marine Insurance,Muscat HQ,Broker,Agent-003,47545.0,37807.0,37745.0,21596.0,19949.0,1647.0,4892.0,651.0,2001.0,2244.0,9448.0,17064.0,45840.0,47545.0,49590.0
4,2024,Marine Insurance,Marine Hull,Commercial Vessels,Marine Insurance,Salalah,Bancassurance,Agent-008,58173.0,47108.0,43526.0,25484.0,18887.0,6597.0,3275.0,2580.0,1813.0,2356.0,5293.0,14126.0,55631.0,58173.0,57243.0
4,2024,Marine Insurance,Marine Hull,Commercial Vessels,Marine Insurance,Sur,Broker,Agent-008,33044.0,27963.0,28674.0,15402.0,13904.0,1498.0,4816.0,1451.0,1933.0,1377.0,4037.0,9225.0,36180.0,33044.0,31728.0
4,2024,Medical Insurance,Group Medical,Corporate,Medical Insurance,Muscat HQ,Bancassurance,Agent-012,41757.0,37502.0,35334.0,28602.0,20824.0,7778.0,5903.0,1500.0,2930.0,1177.0,4882.0,15571.0,38006.0,41757.0,41116.0
4,2024,Medical Insurance,Individual Medical,Standard,Medical Insurance,Sur,Digital,Agent-010,68099.0,63794.0,58981.0,40840.0,36621.0,4219.0,8183.0,959.0,3293.0,2491.0,11114.0,17915.0,71879.0,68099.0,71778.0
4,2024,Medical Insurance,Individual Medical,Standard,Medical Insurance,Salalah,Broker,Agent-013,40370.0,30553.0,28185.0,22988.0,20369.0,2619.0,3880.0,534.0,2195.0,1822.0,5478.0,7899.0,43769.0,40370.0,38146.0
4,2024,Engineering Insurance,Contractors All Risks,Construction Projects,Engineering Insurance,Sohar,Bancassurance,Agent-003,35437.0,25325.0,25274.0,22616.0,20652.0,1965.0,4963.0,1456.0,1400.0,1042.0,6749.0,9903.0,35712.0,35437.0,37794.0
4,2024,Engineering Insurance,Contractors All Risks,Construction Projects,Engineering Insurance,Sur,Digital,Agent-001,55696.0,49535.0,51586.0,20585.0,13958.0,6627.0,7207.0,1716.0,1912.0,1562.0,5492.0,10934.0,59903.0,55696.0,57140.0
4,2024,Engineering Insurance,Machinery Breakdown,Industrial,Engineering Insurance,Sohar,Broker,Agent-007,61999.0,56604.0,58781.0,32198.0,30285.0,1914.0,3189.0,1428.0,4262.0,1910.0,11665.0,10263.0,65665.0,61999.0,59040.0
4,2024,Liability Insurance,General Liability,Commercial,Liability Insurance,Sur,Direct,Agent-004,29790.0,25583.0,20528.0,11101.0,6921.0,4180.0,3931.0,580.0,1384.0,1141.0,4099.0,6648.0,26837.0,29790.0,29550.0
4,2024,Liability Insurance,General Liability,Commercial,Liability Insurance,Sur,Digital,Agent-004,67864.0,47762.0,49051.0,49542.0,29768.0,19774.0,6500.0,1802.0,4893.0,2458.0,9617.0,10909.0,62123.0,67864.0,69952.0
4,2024,Liability Insurance,Professional Indemnity,Corporate,Liability Insurance,Nizwa,Bancassurance,Agent-004,44278.0,36954.0,38007.0,29689.0,26983.0,2706.0,6623.0,1157.0,2916.0,1800.0,3371.0,12883.0,43641.0,44278.0,43928.0
4,2024,Liability Insurance,Professional Indemnity,Corporate,Liability Insurance,Nizwa,Digital,Agent-002,49240.0,36397.0,34185.0,19206.0,13805.0,5401.0,4295.0,2232.0,2500.0,1869.0,8923.0,11213.0,53018.0,49240.0,46375.0
4,2024,Travel Insurance,Individual Travel,Standard,Travel Insurance,Sohar,Digital,Agent-015,36640.0,31666.0,30289.0,16901.0,15648.0,1253.0,3560.0,758.0,2909.0,1198.0,3874.0,4048.0,34283.0,36640.0,38453.0
4,2024,Travel Insurance,Group Travel,Corporate,Travel Insurance,Muscat HQ,Broker,Agent-004,14269.0,12557.0,11995.0,8019.0,6434.0,1584.0,1697.0,635.0,668.0,482.0,2075.0,2772.0,13352.0,14269.0,15333.0
4,2024,Life Insurance (Group),Group Life,Corporate,Life Insurance (Group),Nizwa,Bancassurance,Agent-001,29954.0,21223.0,17318.0,11961.0,8973.0,2988.0,3982.0,709.0,1539.0,1138.0,2855.0,6882.0,29273.0,29954.0,29196.0
5,2024,Motor Insurance,Motor Third Party Cover,Individual Vehicle,Motor Insurance,Sur,Direct,Agent-015,57843.0,52962.0,42446.0,37618.0,30117.0,7502.0,3437.0,2737.0,3980.0,1409.0,11257.0,7974.0,57319.0,57843.0,54687.0
5,2024,Motor Insurance,Motor Third Party Cover,Fleet,Motor Insurance,Sohar,Direct,Agent-014,43689.0,39063.0,39797.0,31327.0,29026.0,2301.0,6141.0,1553.0,2059.0,2087.0,2987.0,6581.0,43111.0,43689.0,42177.0
5,2024,Motor Insurance,Motor Third Party Cover,Trade Plate,Motor Insurance,Sohar,Bancassurance,Agent-012,32531.0,26213.0,25607.0,12696.0,7834.0,4863.0,3713.0,1021.0,1639.0,977.0,1879.0,9895.0,32020.0,32531.0,32246.0
5,2024,Motor Insurance,Motor Comprehensive Cover,Individual Vehicle,Motor Insurance,Salalah,Direct,Agent-006,49409.0,36220.0,30733.0,31407.0,20228.0,11179.0,3855.0,2269.0,3306.0,2366.0,9006.0,9574.0,50717.0,49409.0,48450.0
5,2024,Motor Insurance,Motor Comprehensive Cover,Individual Vehicle,Motor Insurance,Sur,Broker,Agent-011,45280.0,32759.0,32522.0,17369.0,14066.0,3304.0,6148.0,1795.0,2294.0,1189.0,8530.0,12222.0,44423.0,45280.0,48482.0
5,2024,Motor Insurance,Motor Extended Warranty Cover,Standard,Motor Insurance,Sur,Direct,Agent-004,57255.0,44930.0,43690.0,38480.0,34907.0,3573.0,3119.0,2345.0,2139.0,2344.0,6055.0,17883.0,53978.0,57255.0,58584.0
5,2024,Property Insurance,Fire & Perils,Commercial,Property Insurance,Salalah,Broker,Agent-013,24079.0,21092.0,20486.0,14415.0,12335.0,2080.0,3116.0,1119.0,819.0,894.0,3908.0,3975.0,22940.0,24079.0,23181.0
5,2024,Property Insurance,Fire & Perils,Commercial,Property Insurance,Nizwa,Direct,Agent-012,58762.0,50786.0,43833.0,38603.0,32134.0,6469.0,3706.0,1058.0,2647.0,2825.0,5815.0,6227.0,54550.0,58762.0,54363.0
5,2024,Property Insurance,Fire & Perils,Residential,Property Insurance,Sohar,Direct,Agent-011,52044.0,37049.0,33990.0,34601.0,28931.0,5669.0,7041.0,1091.0,2865.0,2098.0,3918.0,17942.0,50082.0,52044.0,48658.0
5,2024,Property Insurance,Fire & Perils,Residential,Property Insurance,Nizwa,Digital,Agent-007,43107.0,39788.0,34601.0,26146.0,24831.0,1315.0,3206.0,1246.0,3255.0,995.0,8157.0,10624.0,46495.0,43107.0,43944.0
5,2024,Property Insurance,Property All Risks,Commercial,Property Insurance,Sohar,Direct,Agent-008,45256.0,42132.0,43777.0,33368.0,27564.0,5805.0,5129.0,1453.0,2732.0,1736.0,2551.0,5732.0,46337.0,45256.0,43910.0
5,2024,Marine Insurance,Marine Cargo,Import/Export,Marine Insurance,Sohar,Digital,Agent-013,37196.0,31875.0,33034.0,26170.0,17698.0,8472.0,2431.0,687.0,1295.0,1394.0,3437.0,13907.0,38040.0,37196.0,36361.0
5,2024,Marine Insurance,Marine Cargo,Import/Export,Marine Insurance,Nizwa,Bancassurance,Agent-010,41018.0,38734.0,36802.0,28795.0,17930.0,10865.0,4324.0,1235.0,1308.0,927.0,2185.0,7720.0,37355.0,41018.0,40513.0
5,2024,Marine Insurance,Marine Hull,Commercial Vessels,Marine Insurance,Nizwa,Direct,Agent-015,49157.0,44727.0,37416.0,23156.0,18082.0,5074.0,7029.0,2454.0,3398.0,2059.0,6349.0,14732.0,45661.0,49157.0,47342.0
5,2024,Marine Insurance,Marine Hull,Commercial Vessels,Marine Insurance,Sohar,Broker,Agent-005,55519.0,42209.0,36189.0,30199.0,20485.0,9715.0,6376.0,721.0,1953.0,1572.0,9250.0,10937.0,55195.0,55519.0,56910.0
5,2024,Medical Insurance,Group Medical,Corporate,Medical Insurance,Sur,Digital,Agent-006,41052.0,35351.0,32265.0,29584.0,27920.0,1665.0,5231.0,1914.0,1512.0,1627.0,3274.0,7516.0,41240.0,41052.0,42642.0
5,2024,Medical Insurance,Group Medical,Corporate,Medical Insurance,Sohar,Bancassurance,Agent-011,31531.0,29071.0,29427.0,13931.0,10950.0,2981.0,3898.0,1546.0,964.0,940.0,3196.0,5882.0,33533.0,31531.0,29236.0
5,2024,Medical Insurance,Individual Medical,Standard,Medical Insurance,Sohar,Bancassurance,Agent-013,49665.0,42350.0,39413.0,36888.0,31797.0,5091.0,7381.0,867.0,3381.0,1815.0,7791.0,11933.0,46808.0,49665.0,46056.0
5,2024,Medical Insurance,Individual Medical,Standard,Medical Insurance,Salalah,Digital,Agent-015,38812.0,33428.0,32908.0,22241.0,15814.0,6427.0,5360.0,1385.0,2562.0,1536.0,6140.0,5570.0,42092.0,38812.0,37482.0
5,2024,Engineering Insurance,Contractors All Risks,Construction Projects,Engineering Insurance,Muscat HQ,Direct,Agent-010,34240.0,24902.0,22637.0,20361.0,12800.0,7561.0,2094.0,1703.0,1596.0,1044.0,3004.0,10060.0,34056.0,34240.0,35832.0
5,2024,Engineering Insurance,Contractors All Risks,Construction Projects,Engineering Insurance,Sohar,Bancassurance,Agent-013,43484.0,39427.0,32662.0,18993.0,14453.0,4540.0,3023.0,1373.0,2306.0,2112.0,2751.0,11872.0,45401.0,43484.0,40893.0
5,2024,Engineering Insurance,Machinery Breakdown,Industrial,Engineering Insurance,Nizwa,Direct,Agent-003,61718.0,54320.0,48807.0,44324.0,30091.0,14234.0,6688.0,2507.0,4543.0,2931.0,3873.0,19615.0,58065.0,61718.0,64474.0
5,2024,Liability Insurance,General Liability,Commercial,Liability Insurance,Sur,Broker,Agent-014,31695.0,26496.0,27632.0,19418.0,15651.0,3767.0,1638.0,570.0,993.0,951.0,3223.0,8212.0,32898.0,31695.0,30069.0
5,2024,Liability Insurance,General Liability,Commercial,Liability Insurance,Sohar,Direct,Agent-012,36311.0,31401.0,25479.0,20423.0,17555.0,2869.0,1939.0,848.0,2683.0,972.0,5753.0,10300.0,33869.0,36311.0,37715.0
5,2024,Liability Insurance,Professional Indemnity,Corporate,Liability Insurance,Salalah,Bancassurance,Agent-010,11555.0,10241.0,8750.0,4678.0,4021.0,658.0,1356.0,242.0,778.0,406.0,1182.0,3883.0,11825.0,11555.0,11569.0
5,2024,Liability Insurance,Professional Indemnity,Corporate,Liability Insurance,Sur,Direct,Agent-007,51230.0,40449.0,37060.0,37548.0,34294.0,3255.0,3541.0,1074.0,2470.0,2377.0,9688.0,17454.0,48932.0,51230.0,54403.0
5,2024,Travel Insurance,Individual Travel,Standard,Travel Insurance,Salalah,Broker,Agent-012,44272.0,33485.0,28500.0,29725.0,18628.0,11097.0,4397.0,782.0,2036.0,1254.0,6919.0,10484.0,42496.0,44272.0,46619.0
5,2024,Travel Insurance,Individual Travel,Standard,Travel Insurance,Sur,Digital,Agent-007,44487.0,37332.0,35673.0,25843.0,22878.0,2965.0,2723.0,1184.0,3256.0,2076.0,5550.0,11895.0,46835.0,44487.0,46477.0
5,2024,Travel Insurance,Group Travel,Corporate,Travel Insurance,Salalah,Direct,Agent-013,46603.0,38252.0,31730.0,31628.0,25638.0,5990.0,2600.0,1728.0,2058.0,1029.0,6570.0,14897.0,46764.0,46603.0,42917.0
5,2024,Life Insurance (Group),Group Life,Corporate,Life Insurance (Group),Salalah,Digital,Agent-013,44057.0,40434.0,32469.0,17133.0,12987.0,4146.0,5545.0,2102.0,2470.0,1351.0,2497.0,12121.0,43000.0,44057.0,46942.0
5,2024,Life Insurance (Group),Group Life,Corporate,Life Insurance (Group),Sur,Broker,Agent-007,51729.0,41911.0,42893.0,26888.0,21451.0,5437.0,7103.0,999.0,3866.0,1651.0,7188.0,10264.0,52009.0,51729.0,47999.0
6,2024,Motor Insurance,Motor Third Party Cover,Individual Vehicle,Motor Insurance,Salalah,Direct,Agent-004,54811.0,38887.0,32740.0,23779.0,17934.0,5846.0,4093.0,850.0,3282.0,2319.0,8375.0,10022.0,58697.0,54811.0,55792.0
6,2024,Motor Insurance,Motor Third Party Cover,Individual Vehicle,Motor Insurance,Sohar,Digital,Agent-015,29837.0,24427.0,20994.0,18655.0,13208.0,5447.0,1945.0,479.0,1085.0,990.0,1505.0,7839.0,28633.0,29837.0,30087.0
6,2024,Motor Insurance,Motor Third Party Cover,Fleet,Motor Insurance,Sohar,Digital,Agent-009,33812.0,29571.0,30482.0,18455.0,11714.0,6741.0,4281.0,352.0,2307.0,762.0,2231.0,11310.0,35093.0,33812.0,34147.0
6,2024,Motor Insurance,Motor Third Party Cover,Fleet,Motor Insurance,Sohar,Digital,Agent-006,72898.0,57545.0,48503.0,50182.0,37408.0,12774.0,10020.0,907.0,2592.0,1546.0,10228.0,25482.0,71478.0,72898.0,68124.0
6,2024,Motor Insurance,Motor Third Party Cover,Trade Plate,Motor Insurance,Nizwa,Digital,Agent-008,46826.0,33984.0,30757.0,28424.0,19630.0,8794.0,4248.0,1618.0,2348.0,980.0,3905.0,15585.0,44471.0,46826.0,49207.0
6,2024,Motor Insurance,Motor Third Party Cover,Trade Plate,Motor Insurance,Sohar,Direct,Agent-002,40644.0,32345.0,27805.0,15933.0,13307.0,2626.0,3942.0,1722.0,2149.0,1319.0,3854.0,6496.0,43330.0,40644.0,38011.0
6,2024,Motor Insurance,Motor Comprehensive Cover,Individual Vehicle,Motor Insurance,Sohar,Bancassurance,Agent-002,39955.0,35756.0,30495.0,23029.0,21204.0,1825.0,4592.0,685.0,2790.0,1328.0,2077.0,9830.0,42452.0,39955.0,39507.0
6,2024,Motor Insurance,Motor Comprehensive Cover,Individual Vehicle,Motor Insurance,Sohar,Direct,Agent-006,35520.0,31316.0,27941.0,14849.0,10577.0,4272.0,4891.0,758.0,1483.0,853.0,2070.0,13960.0,35781.0,35520.0,36825.0
6,2024,Motor Insurance,Motor Extended Warranty Cover,Standard,Motor Insurance,Nizwa,Digital,Agent-010,57188.0,50636.0,49519.0,29903.0,26747.0,3156.0,3367.0,2287.0,2751.0,2115.0,10519.0,16099.0,51762.0,57188.0,59225.0
6,2024,Motor Insurance,Motor Extended Warranty Cover,Standard,Motor Insurance,Sur,Broker,Agent-012,56804.0,51483.0,52272.0,27700.0,21217.0,6483.0,7657.0,2637.0,2121.0,1445.0,5795.0,18807.0,61064.0,56804.0,57533.0
6,2024,Property Insurance,Fire & Perils,Commercial,Property Insurance,Sur,Broker,Agent-015,62141.0,45096.0,39482.0,41801.0,32301.0,9501.0,4173.0,1399.0,4827.0,2048.0,7223.0,9068.0,59712.0,62141.0,65270.0
6,2024,Property Insurance,Fire & Perils,Commercial,Property Insurance,Sur,Broker,Agent-014,43575.0,39918.0,32250.0,21303.0,19158.0,2146.0,6106.0,1754.0,2767.0,1938.0,6804.0,7681.0,43281.0,43575.0,44695.0
6,2024,Property Insurance,Fire & Perils,Residential,Property Insurance,Sohar,Broker,Agent-002,33107.0,24951.0,25238.0,11703.0,10582.0,1121.0,1839.0,850.0,2318.0,1067.0,5739.0,4307.0,33184.0,33107.0,33544.0
6,2024,Property Insurance,Fire & Perils,Residential,Property Insurance,Sohar,Digital,Agent-011,39379.0,34057.0,35589.0,27145.0,24329.0,2816.0,4006.0,1283.0,2872.0,1815.0,6708.0,13608.0,42369.0,39379.0,36946.0
6,2024,Property Insurance,Property All Risks,Commercial,Property Insurance,Nizwa,Bancassurance,Agent-012,57068.0,47125.0,45308.0,38880.0,34380.0,4500.0,3134.0,1606.0,1771.0,2662.0,4342.0,16405.0,57874.0,57068.0,58215.0
6,2024,Property Insurance,Property All Risks,Commercial,Property Insurance,Nizwa,Bancassurance,Agent-012,31808.0,25182.0,23587.0,15270.0,13226.0,2044.0,2602.0,1372.0,1188.0,1370.0,2466.0,8219.0,30666.0,31808.0,32507.0
6,2024,Marine Insurance,Marine Cargo,Import/Export,Marine Insurance,Sohar,Digital,Agent-013,73861.0,64846.0,61724.0,50349.0,34080.0,16268.0,8367.0,1892.0,4963.0,1531.0,8432.0,21827.0,73280.0,73861.0,70765.0
6,2024,Marine Insurance,Marine Cargo,Import/Export,Marine Insurance,Sohar,Broker,Agent-009,32724.0,25910.0,27143.0,23402.0,14319.0,9082.0,3372.0,413.0,2493.0,1088.0,3690.0,5952.0,33174.0,32724.0,30865.0
6,2024,Marine Insurance,Marine Hull,Commercial Vessels,Marine Insurance,Nizwa,Bancassurance,Agent-010,53532.0,39950.0,33710.0,27747.0,24282.0,3464.0,2990.0,2238.0,2946.0,1973.0,7209.0,6255.0,50853.0,53532.0,55719.0
6,2024,Marine Insurance,Marine Hull,Commercial Vessels,Marine Insurance,Sur,Direct,Agent-005,56503.0,45904.0,40869.0,22182.0,20691.0,1491.0,8258.0,1269.0,4370.0,1190.0,11139.0,19820.0,53275.0,56503.0,57403.0
6,2024,Medical Insurance,Group Medical,Corporate,Medical Insurance,Salalah,Bancassurance,Agent-006,44293.0,32634.0,27071.0,19928.0,17127.0,2801.0,3838.0,1342.0,1762.0,1144.0,6536.0,5869.0,45780.0,44293.0,43589.0
6,2024,Medical Insurance,Group Medical,Corporate,Medical Insurance,Sur,Digital,Agent-011,30717.0,21929.0,22440.0,14052.0,8640.0,5412.0,3263.0,583.0,1627.0,1354.0,5183.0,8604.0,33653.0,30717.0,30539.0
6,2024,Medical Insurance,Individual Medical,Standard,Medical Insurance,Nizwa,Digital,Agent-004,41259.0,29604.0,26110.0,19824.0,13995.0,5829.0,4510.0,1653.0,3172.0,942.0,2994.0,11427.0,37943.0,41259.0,40406.0
6,2024,Engineering Insurance,Contractors All Risks,Construction Projects,Engineering Insurance,Sohar,Bancassurance,Agent-003,8012.0,34510.0,35025.0,19048.0,16430.0,2619.0,5015.0,784.0,2446.0,1613.0,3652.0,9436.0,39545.0,8012.0,41813.0
6,2024,Engineering Insurance,Machinery Breakdown,Industrial,Engineering Insurance,Nizwa,Bancassurance,Agent-011,53451.0,44112.0,41268.0,25444.0,18057.0,7387.0,6655.0,816.0,3665.0,2119.0,9764.0,9517.0,53517.0,53451.0,49509.0
6,2024,Liability Insurance,General Liability,Commercial,Liability Insurance,Nizwa,Digital,Agent-014,37756.0,29113.0,27686.0,25311.0,15986.0,9324.0,5508.0,1725.0,2951.0,1671.0,3555.0,10363.0,34888.0,37756.0,39292.0
6,2024,Liability Insurance,Professional Indemnity,Corporate,Liability Insurance,Salalah,Digital,Agent-001,54839.0,39359.0,38487.0,23278.0,15577.0,7701.0,3673.0,1219.0,4226.0,1897.0,4888.0,8287.0,49562.0,54839.0,53654.0
6,2024,Liability Insurance,Professional Indemnity,Corporate,Liability Insurance,Salalah,Digital,Agent-006,32413.0,25270.0,24960.0,12213.0,10229.0,1984.0,3632.0,1468.0,1271.0,1421.0,5826.0,12737.0,34413.0,32413.0,30462.0
6,2024,Travel Insurance,Individual Travel,Standard,Travel Insurance,Muscat HQ,Digital,Agent-006,57148.0,53382.0,44783.0,37765.0,28016.0,9750.0,6994.0,781.0,3786.0,2021.0,10576.0,8945.0,52683.0,57148.0,54370.0
6,2024,Travel Insurance,Group Travel,Corporate,Travel Insurance,Nizwa,Bancassurance,Agent-008,52872.0,47713.0,41114.0,23207.0,19385.0,3822.0,4752.0,2296.0,3274.0,1515.0,7386.0,19031.0,51439.0,52872.0,54873.0
6,2024,Life Insurance (Group),Group Life,Corporate,Life Insurance (Group),Sohar,Bancassurance,Agent-007,50830.0,41362.0,34074.0,32531.0,26439.0,6092.0,4203.0,663.0,3878.0,1497.0,4641.0,6623.0,51616.0,50830.0,48924.0
6,2024,Life Insurance (Group),Group Life,Corporate,Life Insurance (Group),Muscat HQ,Direct,Agent-007,38089.0,28870.0,23207.0,22768.0,15294.0,7474.0,5331.0,1254.0,1541.0,1881.0,5027.0,5700.0,38221.0,38089.0,40889.0
7,2024,Motor Insurance,Motor Third Party Cover,Individual Vehicle,Motor Insurance,Sohar,Direct,Agent-014,40738.0,30164.0,28497.0,28830.0,24722.0,4108.0,2429.0,1061.0,1233.0,1191.0,6127.0,7621.0,43513.0,40738.0,40591.0
7,2024,Motor Insurance,Motor Third Party Cover,Fleet,Motor Insurance,Nizwa,Bancassurance,Agent-014,44062.0,39745.0,37430.0,20660.0,14552.0,6108.0,6060.0,536.0,3396.0,1314.0,7087.0,8769.0,48057.0,44062.0,40794.0
7,2024,Motor Insurance,Motor Third Party Cover,Trade Plate,Motor Insurance,Salalah,Broker,Agent-014,48331.0,44691.0,45033.0,18961.0,15227.0,3734.0,3496.0,899.0,2937.0,1146.0,5822.0,8542.0,51752.0,48331.0,48752.0
7,2024,Motor Insurance,Motor Third Party Cover,Trade Plate,Motor Insurance,Muscat HQ,Digital,Agent-011,28639.0,21946.0,22830.0,13091.0,9195.0,3895.0,2537.0,475.0,1843.0,1052.0,5274.0,4933.0,26750.0,28639.0,27991.0
7,2024,Motor Insurance,Motor Comprehensive Cover,Individual Vehicle,Motor Insurance,Muscat HQ,Digital,Agent-007,53438.0,47400.0,40797.0,21710.0,16289.0,5421.0,7102.0,1241.0,1629.0,2127.0,4276.0,14046.0,48253.0,53438.0,53514.0
7,2024,Motor Insurance,Motor Comprehensive Cover,Individual Vehicle,Motor Insurance,Nizwa,Direct,Agent-011,48356.0,43394.0,43299.0,29757.0,27533.0,2224.0,6302.0,907.0,2373.0,1475.0,6080.0,18671.0,49474.0,48356.0,46909.0
7,2024,Motor Insurance,Motor Extended Warranty Cover,Standard,Motor Insurance,Salalah,Bancassurance,Agent-006,39893.0,31358.0,29133.0,21609.0,19951.0,1658.0,3054.0,931.0,2514.0,1859.0,2682.0,6501.0,43467.0,39893.0,41663.0
7,2024,Property Insurance,Fire & Perils,Commercial,Property Insurance,Sohar,Direct,Agent-008,38311.0,32191.0,31999.0,14239.0,12625.0,1614.0,2138.0,1733.0,1232.0,913.0,2951.0,6395.0,37558.0,38311.0,39264.0
7,2024,Property Insurance,Fire & Perils,Commercial,Property Insurance,Salalah,Digital,Agent-006,39667.0,30933.0,30938.0,15636.0,11030.0,4607.0,2368.0,737.0,2353.0,943.0,2582.0,13795.0,36639.0,39667.0,40353.0
7,2024,Property Insurance,Fire & Perils,Residential,Property Insurance,Sur,Digital,Agent-007,53682.0,49595.0,44808.0,25193.0,21048.0,4145.0,6538.0,1188.0,2554.0,1325.0,7463.0,20779.0,52787.0,53682.0,57944.0
7,2024,Property Insurance,Fire & Perils,Residential,Property Insurance,Sur,Bancassurance,Agent-010,52830.0,38425.0,33877.0,20301.0,16456.0,3845.0,7915.0,1320.0,2015.0,1482.0,7165.0,14301.0,49976.0,52830.0,54950.0
7,2024,Property Insurance,Property All Risks,Commercial,Property Insurance,Sohar,Bancassurance,Agent-001,44536.0,38238.0,37025.0,23426.0,20599.0,2828.0,4495.0,954.0,3460.0,2152.0,2866.0,17094.0,46990.0,44536.0,41733.0
7,2024,Property Insurance,Property All Risks,Commercial,Property Insurance,Sohar,Bancassurance,Agent-013,57981.0,54114.0,48272.0,32090.0,21810.0,10280.0,6036.0,2441.0,2363.0,2122.0,5983.0,18807.0,60324.0,57981.0,59826.0
7,2024,Marine Insurance,Marine Cargo,Import/Export,Marine Insurance,Nizwa,Broker,Agent-006,38032.0,32092.0,32628.0,17096.0,10592.0,6505.0,5562.0,473.0,2858.0,1459.0,7143.0,10249.0,40474.0,38032.0,39379.0
7,2024,Marine Insurance,Marine Cargo,Import/Export,Marine Insurance,Muscat HQ,Direct,Agent-013,45178.0,42374.0,36817.0,29399.0,22872.0,6527.0,3653.0,2243.0,1461.0,1692.0,5386.0,5555.0,42594.0,45178.0,46582.0
7,2024,Marine Insurance,Marine Hull,Commercial Vessels,Marine Insurance,Nizwa,Broker,Agent-005,29202.0,22536.0,18801.0,19538.0,15367.0,4171.0,1468.0,926.0,1581.0,1147.0,1613.0,3231.0,28323.0,29202.0,30083.0
7,2024,Medical Insurance,Group Medical,Corporate,Medical Insurance,Salalah,Digital,Agent-015,35171.0,24858.0,23347.0,18276.0,12495.0,5781.0,3588.0,657.0,2048.0,861.0,3899.0,8903.0,31877.0,35171.0,35794.0
7,2024,Medical Insurance,Group Medical,Corporate,Medical Insurance,Sohar,Bancassurance,Agent-006,58846.0,44262.0,38783.0,41563.0,30856.0,10707.0,4718.0,2333.0,1877.0,2146.0,6916.0,16916.0,61566.0,58846.0,57198.0
7,2024,Medical Insurance,Individual Medical,Standard,Medical Insurance,Salalah,Digital,Agent-005,46378.0,41214.0,42467.0,29597.0,20294.0,9303.0,4316.0,1181.0,1474.0,1499.0,4723.0,4692.0,49598.0,46378.0,43736.0
7,2024,Engineering Insurance,Contractors All Risks,Construction Projects,Engineering Insurance,Salalah,Bancassurance,Agent-003,39963.0,34150.0,33788.0,27651.0,19674.0,7976.0,2134.0,1371.0,1650.0,1735.0,6074.0,13266.0,43700.0,39963.0,40503.0
7,2024,Engineering Insurance,Contractors All Risks,Construction Projects,Engineering Insurance,Muscat HQ,Digital,Agent-011,40866.0,35694.0,37281.0,18282.0,13101.0,5181.0,5400.0,511.0,2520.0,1474.0,3078.0,6111.0,43402.0,40866.0,37698.0
